plot_id,gez_name,gez_code,lu_factor,lu_code,envir_stress
ev-aco5,Tropical rainforest,TAr,Evergreen,EV,-0.015224328264594078
md-3huy,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.06674002247552077
ev-b5iu,Tropical rainforest,TAr,Evergreen,EV,0.08662199974060059
wl-du2e,Tropical rainforest,TAr,Other woodland,WL,0.0635996162891388
md-lbh4,Tropical moist forest,TAwa,Mixed Deciduous,MD,-0.07226061820983887
ev-2hgx,Tropical rainforest,TAr,Evergreen,EV,-0.20088599622249603
md-b5jt,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.08122041076421738
wl-ze3p,Tropical rainforest,TAr,Other woodland,WL,-0.11129099875688553
ev-zim1,Tropical rainforest,TAr,Evergreen,EV,-0.21821700036525726
md-4ofb,Tropical mountain system,TM,Mixed Deciduous,MD,-0.05359499901533127
md-h6gv,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.03278232738375664
ev-ej6m,Tropical rainforest,TAr,Evergreen,EV,-0.026405999436974525
ev-pxc4,Tropical rainforest,TAr,Evergreen,EV,-0.0012029999634250998
ev-3bha,Tropical rainforest,TAr,Evergreen,EV,-0.016302000731229782
ev-q9xk,Tropical rainforest,TAr,Evergreen,EV,-0.12201900035142899
pl-ak7x,Tropical rainforest,TAr,Plantation,PL,-0.20502600073814392
wl-ejd9,Tropical rainforest,TAr,Other woodland,WL,-0.11729057878255844
ev-3xmb,Tropical rainforest,TAr,Evergreen,EV,-0.1584542840719223
ev-h6sd,Tropical rainforest,TAr,Evergreen,EV,-0.23823300004005432
ev-xe2h,Tropical rainforest,TAr,Evergreen,EV,-0.12512116134166718
ev-ccy6,Tropical rainforest,TAr,Evergreen,EV,-0.16545692086219788
ev-7njy,Tropical rainforest,TAr,Evergreen,EV,-0.18990300595760345
ev-m5ng,Tropical rainforest,TAr,Evergreen,EV,-0.10041937232017517
pl-go8c,Tropical rainforest,TAr,Plantation,PL,-0.11478245258331299
wl-cgd5,Tropical rainforest,TAr,Other woodland,WL,-0.05761199817061424
ev-2htd,Tropical rainforest,TAr,Evergreen,EV,-0.08722750842571259
ev-f3vh,Tropical rainforest,TAr,Evergreen,EV,-0.10035233944654465
md-dh4n,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.3244311511516571
md-kds1,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.34716716408729553
de-1ylc,Tropical mountain system,TM,Deciduous,DE,0.2786063551902771
md-z2gj,Tropical mountain system,TM,Mixed Deciduous,MD,0.3449586033821106
de-df6z,Tropical moist forest,TAwa,Deciduous,DE,0.34862464666366577
md-egv4,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.3846714198589325
md-3axd,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.2995469570159912
md-x1eu,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.3058285415172577
md-im8g,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.39781463146209717
md-diu5,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4693027436733246
wl-7wfd,Tropical moist forest,TAwa,Other woodland,WL,0.4482433795928955
de-f8vz,Tropical moist forest,TAwa,Deciduous,DE,0.499748170375824
md-lt7d,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.38747847080230713
md-zjn7,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4347323775291443
de-8flr,Tropical dry forest,TAwb,Deciduous,DE,0.5300872921943665
md-r9nx,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.38402336835861206
de-nl2a,Tropical moist forest,TAwa,Deciduous,DE,0.4067451059818268
md-rmx8,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.44088926911354065
md-1gwa,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.44393467903137207
de-d7dy,Tropical dry forest,TAwb,Deciduous,DE,0.5414502620697021
md-bd2q,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.30459269881248474
md-zam3,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.32280150055885315
md-8nxr,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4838862121105194
md-b9ol,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.45987120270729065
md-at1u,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.3943095803260803
de-vug1,Tropical moist forest,TAwa,Deciduous,DE,0.500581681728363
de-8zfb,Tropical dry forest,TAwb,Deciduous,DE,0.5721715688705444
ev-d3ym,Tropical moist forest,TAwa,Evergreen,EV,0.33012932538986206
md-vk1k,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.3500853180885315
md-brl1,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.35696855187416077
md-5drk,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.3984663188457489
md-w1ta,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.41019392013549805
md-jy1c,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4387630820274353
md-jlb1,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.48057520389556885
md-2spw,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.44142022728919983
ev-m5cf,Tropical moist forest,TAwa,Evergreen,EV,0.4593268036842346
de-jf5b,Tropical dry forest,TAwb,Deciduous,DE,0.6294898986816406
md-lld4,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.5988311767578125
md-4ptl,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.40419912338256836
md-m3cf,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.40121254324913025
md-ek8k,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4087473154067993
md-myr8,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4305677115917206
md-1cot,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4070679247379303
md-p3hu,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4400971233844757
md-vw5z,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4628649652004242
de-tel4,Tropical dry forest,TAwb,Deciduous,DE,0.6856077909469604
de-7xfp,Tropical dry forest,TAwb,Deciduous,DE,0.6433107256889343
md-q5oj,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.5896754264831543
md-gr7x,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.41041553020477295
md-mfg4,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4038245379924774
md-9wlh,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4168187081813812
md-p2ia,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4004437029361725
md-gh8v,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4140005111694336
md-fho8,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4466600716114044
md-7rqw,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.42942720651626587
wl-c4fb,Tropical moist forest,TAwa,Other woodland,WL,0.4469413757324219
wl-rq2p,Tropical dry forest,TAwb,Other woodland,WL,0.7075669765472412
de-iup3,Tropical dry forest,TAwb,Deciduous,DE,0.7294543385505676
de-2mvb,Tropical moist forest,TAwa,Deciduous,DE,0.5348052382469177
md-x2yc,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4654705822467804
md-oi7x,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.44167807698249817
ev-bcy3,Tropical moist forest,TAwa,Evergreen,EV,0.41503816843032837
md-8sld,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.40666237473487854
md-r6fm,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4190181791782379
md-ha1f,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4102415442466736
md-oui3,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.40784990787506104
md-5phu,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.399522066116333
md-p8eu,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.49467960000038147
md-uo2y,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.5340790152549744
md-jpe3,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.5664856433868408
md-1abo,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.5906841158866882
md-e2fw,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.7429102063179016
md-hh4n,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.7727087736129761
de-zmm6,Tropical moist forest,TAwa,Deciduous,DE,0.4950847923755646
md-7cva,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4772058427333832
de-r3ld,Tropical moist forest,TAwa,Deciduous,DE,0.44493576884269714
md-hf1v,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4384079575538635
md-bsl3,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4547973573207855
md-3vtm,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4493279457092285
md-t3aq,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4397743344306946
md-wi7e,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.6183013916015625
md-cel9,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.6702394485473633
md-5iyv,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.6473407745361328
de-z9xv,Tropical dry forest,TAwb,Deciduous,DE,0.6065749526023865
wl-zt4c,Tropical moist forest,TAwa,Other woodland,WL,0.5408032536506653
wl-mun3,Tropical moist forest,TAwa,Other woodland,WL,0.4957718849182129
md-5vye,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.49828416109085083
md-q1gw,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4973375201225281
md-jz3v,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.5043827295303345
md-qba8,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.4946039021015167
md-1qwf,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.5118016600608826
de-b3ol,Tropical moist forest,TAwa,Deciduous,DE,0.5434474349021912
md-su1b,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.6055931448936462
md-mke3,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.7338125705718994
md-7lvk,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.683830976486206
de-a2sr,Tropical moist forest,TAwa,Deciduous,DE,0.5584275126457214
de-im8r,Tropical moist forest,TAwa,Deciduous,DE,0.5527365803718567
md-qty8,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.5697841644287109
md-8krw,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.5376209616661072
md-p3ek,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.5394604206085205
md-lb3b,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.7204278111457825
md-vxg9,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.7169464230537415
de-5sko,Tropical moist forest,TAwa,Deciduous,DE,0.5960314869880676
de-a6te,Tropical moist forest,TAwa,Deciduous,DE,0.5929250121116638
md-qp4a,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.5951783061027527
md-fhw9,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.6002923250198364
md-3nkx,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.6295275092124939
de-v5jt,Tropical dry forest,TAwb,Deciduous,DE,0.5705746412277222
md-uj7c,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.5542758107185364
md-ndw3,Tropical dry forest,TAwb,Mixed Deciduous,MD,0.5955908298492432
de-9trf,Tropical dry forest,TAwb,Deciduous,DE,0.6108314990997314
de-a3vx,Tropical dry forest,TAwb,Deciduous,DE,0.6320368647575378
md-dl4z,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.6371408104896545
wl-ndn2,Tropical moist forest,TAwa,Other woodland,WL,0.6430152654647827
de-9gcj,Tropical moist forest,TAwa,Deciduous,DE,0.6357614994049072
de-j3pm,Tropical dry forest,TAwb,Deciduous,DE,0.6687968969345093
ev-mq2f,Tropical dry forest,TAwb,Evergreen,EV,0.6204237341880798
de-gbu1,Tropical dry forest,TAwb,Deciduous,DE,0.6846339702606201
md-8bcg,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.690716028213501
md-r9lu,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.6957934498786926
md-ev7l,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.6947998404502869
de-oze2,Tropical moist forest,TAwa,Deciduous,DE,0.6872272491455078
de-4dgu,Tropical dry forest,TAwb,Deciduous,DE,0.6535032987594604
de-b9xh,Tropical dry forest,TAwb,Deciduous,DE,0.6665984392166138
de-yh7g,Tropical dry forest,TAwb,Deciduous,DE,0.6948078870773315
md-ozl7,Tropical moist forest,TAwa,Mixed Deciduous,MD,0.7434313893318176
de-6gec,Tropical dry forest,TAwb,Deciduous,DE,0.6760955452919006
de-e3cx,Tropical dry forest,TAwb,Deciduous,DE,0.6579846739768982
de-jz2c,Tropical dry forest,TAwb,Deciduous,DE,0.7751199007034302
de-fmu5,Tropical dry forest,TAwb,Deciduous,DE,0.675304114818573
